,Phenylalanine,Valine,Threonine,Tryptophan,Methionine,Leucine,Isoleucine,Lysine,Histidine,Alpha-linolenic acid,Linolenic acid,"Vitamin A, total","Vitamin C, total","Vitamin E, total",Vitamin D,"Vitamin K, phylloquinone (K1)",Vitamin B1 (as thiamin hydrochloride),Vitamin B2 (riboflavin),Vitamin B3,Vitamin B5,"Vitamin B6 (as pyridoxinehydrochloride), total",Vitamin B7,Vitamin B9,Vitamin B12 (as cyanocobalamin),Sodium (Na),Potassium (K),Calcium (Ca),Phosphorus (P),Magnesium (Mg),Iron (Fe),Zinc (Zn),Iodine (I),Manganese (Mn),Copper (Cu),Chromium (Cr),Selenium (Se),Cl,Mo,Co
"Aubergine (eggplant), raw",41.0,50.0,35.0,8.0,10.0,60.0,42.0,44.0,21.0,0,0.0,0,2.0,0.03,0,0.0,0.05,0.03,0.8,0.22,0.08,0.0,0.027,0.0,3.0,240.0,8.4,30.3,10.0,0.4,0.16,0.00015,0.25,0.08,0.0007,0.0002,0,0,0
"Barley flour, raw",540.0,570.0,330.0,120.0,160.0,740.0,410.0,350.0,240.0,0,0.0,0,0.0,0.25,0,0.0,0.33,0.11,5.7,0.0,0.33,0.0,0.0,0.0,2.5,360.0,23.0,300.0,89.0,4.5,2.8,0.005,1.6,0.56,0.002,0.001,0,0,0
"Parsley root, raw",55.0,110.0,66.0,22.0,26.0,92.0,70.0,92.0,33.0,0,0.0,0,41.0,1.7,0,0.0,0.1,0.08,2.0,0.0,0.23,0.0,0.18,0.0,17.0,562.0,48.5,71.1,36.0,1.2,1.4,0.0004,0.46,0.23,0.0028,0.0,0,0,0
"Sherry, dry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.01,0.1,0.0,0.008,0.0,0.0001,0.0,10.0,58.0,7.0,11.0,13.0,0.39,0.21,0.0,0.023,0.057,0.003,0.0,0,0,0
"Spices, savory, ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, muskrat, cooked, roasted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, mackerel, Atlantic, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0161,0,0.0,0.0,0,0.0,0.0,0.0,9.08,0.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Bulgur, dry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.114,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fast foods, chicken fillet sandwich, plain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.74,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pistachio nuts, dried",1100.0,1200.0,660.0,270.0,340.0,1600.0,890.0,1200.0,510.0,0,0.0,0,5.0,0.0,0,0.0,0.87,0.16,1.3,0.52,1.7,0.0,0.051,0.0,1.0,1025.0,107.0,490.0,121.0,4.15,2.2,0.0,1.2,1.3,0.0069,0.0047,0,0,0
"Spices, caraway seed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.6060000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Halibut, greenland, gravad",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.005,0,1.0,0.85,0,0.0,0.06,0.08,1.5,0.25,0.43,0.0,0.012,0.001,1930.0,306.0,25.0,158.0,22.0,0.25,0.0,0.02,0.0,0.0,0.00106,0.0,0,0,0
"Fish, spot, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Frog legs, frozen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.0,0.0,0,0.0,0.14,0.25,1.2,0.0,1.2,0.0,0.0,0.0,55.0,310.0,18.0,147.0,23.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lentils, dried",1400.0,1300.0,1000.0,250.0,210.0,2000.0,1100.0,1900.0,710.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.06,0.0007,0.0,0.67,0.0131,0.012,0,0,0
"Scrapple, pork",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0003,0,0.0,0.0,0,0.0,0.0,0.0,2.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Wine, red",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.02,0.09,0.2,0.015,0.0,0.0002,0.0,10.0,100.0,8.0,10.0,11.0,0.75,0.12,0.00074,0.07,0.035,0.003,7.5e-05,0,0,0
"Fish, salmon, tipnuk, fermented (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Egg, chicken, white, dried",4700.0,5200.0,3600.0,1000.0,2900.0,6900.0,4500.0,5600.0,1800.0,0,0.0,0,0.0,0.0,0,0.0,0.005,2.53,0.865,0.775,0.036000000000000004,0.0,0.018000000000000002,0.00018,1280.0,1125.0,62.0,111.0,88.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0
"Loganberries, frozen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15.3,0.0,0,0.0,0.05,0.034,0.84,0.244,0.065,0.0,0.026000000000000002,0.0,1.0,145.0,26.0,26.0,21.0,0.64,0.34,0.0,1.25,0.11699999999999999,0.0,0.0,0,0,0
"Sapodilla, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Thyme, fresh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Potatoes, scalloped, home-prepared with butter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.053,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Buckwheat flour,310.0,410.0,260.0,130.0,130.0,490.0,270.0,430.0,170.0,0,0.0,0,0.0,0.32,0,0.0,0.35,0.11,2.7,0.0,0.28,0.0,0.0,0.0,0.0,200.0,8.0,190.0,48.0,2.1,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"New Zealand spinach, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Focaccia, Italian flatbread, plain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.67,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Broccoli raab, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.2209999999999999,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cherimoya, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,11.5,0.0,0,0.0,0.091,0.11900000000000001,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Triticale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.43,1.3230000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Frybread, made with lard (Navajo)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.603,0.16399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pumpkin, canned",97.0,15.0,7.0,6.0,5.0,16.0,14.0,13.0,5.0,0,0.0,0,4.2,0.1,0,0.0,0.024,0.02,0.2,0.4,0.055999999999999994,0.4,0.019,0.0,5.0,206.0,20.0,17.0,7.0,0.35,0.11,0.0007,0.049,0.039,0.003,0.0,0,0,0
"Wasabi, root, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.743,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mushrooms, maitake, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0281,0,0.0,0.0,0,0.0,0.0,0.0,6.585,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cherry juice, concentrated, sugar added",9.0,12.0,10.0,3.0,2.0,13.0,9.0,17.0,6.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cream, 13 % fat",150.0,200.0,120.0,39.0,73.0,280.0,170.0,260.0,82.0,0,0.00017900000000000001,0,1.0,0.344,0,0.0,0.036000000000000004,0.187,0.08,0.3,0.047,1.4,0.012,0.00037,39.0,136.0,104.0,79.0,10.7,0.04,0.37,0.0106,0.006999999999999999,0.006999999999999999,5.2000000000000004e-05,0.0012900000000000001,0,0,0
"Eppaw, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.3,1.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nectarine, raw",11.0,13.0,9.0,5.0,6.0,14.0,9.0,16.0,8.0,0,0.0,0,5.4,1.8,0,0.0,0.034,0.027000000000000003,1.13,0.185,0.025,0.0,0.005,0.0,0.0,201.0,6.71,27.4,9.0,0.28,0.17,0.0003,0.054000000000000006,0.086,0.0,0.000156,0,0,0
"Apricot, canned, light syrup pack",22.0,19.0,19.0,9.0,3.0,31.0,16.0,37.0,9.0,0,0.0,0,2.7,0.89,0,0.0,0.016,0.02,0.304,0.092,0.054,0.0,0.002,0.0,4.0,138.0,11.0,13.0,8.0,0.39,0.11,0.0,0.052,0.079,0.012,0.0002,0,0,0
"Mangos, raw",17.0,26.0,18.0,8.0,5.0,30.0,18.0,40.0,12.0,0,0.0,0,27.7,1.12,0,0.0,0.057999999999999996,0.057,0.584,0.16,0.134,0.0,0.071,0.0,2.0,105.0,14.0,15.5,9.0,0.24,0.079,0.00032,0.027000000000000003,0.11,0.0,0.0006,0,0,0
"Lambsquarters, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.2,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Whisky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.008,0.001,0.05,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,3.0,0.0,0.02,0.008,0.0,0.008,0.02,0.0,0.0,0,0,0
"Dab, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0015,0,1.0,0.4,0,0.0,0.10300000000000001,0.084,2.3,0.86,0.257,1.2,0.005,0.0015,75.0,350.0,27.0,182.0,24.0,0.3,0.46,0.03,0.04,0.17,0.00106,0.016,0,0,0
"Turkey, breast, boiled/smoked, sliced",0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,18.8,0.17,0,0.0,0.136,0.095,8.6,0.63,0.37,1.6,0.0105,0.00095,1002.0,425.0,10.9,236.0,25.5,0.39,1.06,0.0,0.0,0.03,0.016,0.0079,0,0,0
"Cowpeas, young pods with seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.2,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Celeriac, celery root, raw",45.0,87.0,48.0,15.0,18.0,76.0,54.0,73.0,27.0,0,0.0,0,11.0,0.8,0,0.1,0.05,0.14,1.0,0.429,0.2,0.1,0.012,0.0,20.0,442.0,41.5,74.0,14.0,0.8,0.37,0.001,0.15,0.08,0.0024,0.0002,0,0,0
"Beer, danish household, low alcohol",7.0,12.0,7.0,4.0,3.0,9.0,7.0,9.0,6.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.025,0.6,0.05,0.03,0.5,0.0026,0.0,6.0,20.0,8.0,12.0,4.0,0.08,0.008,0.001,0.0,0.006999999999999999,0.001,0.00011,0,0,0
"Spices, thyme, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fast foods, cheeseburger; single, regular patty; plain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.618,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0012,0,0.0,0.0,0,0.0,0.0,0.0,0.09300000000000001,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chervil, chopped, frozen",100.0,120.0,81.0,29.0,35.0,160.0,95.0,130.0,42.0,0,0.0,0,37.0,2.9,0,0.0,0.125,0.34,1.5,0.3,0.026000000000000002,1.6,0.22,0.0,10.0,597.0,145.0,39.9,34.0,1.6,1.1,0.0028,1.7,0.073,0.0093,0.0001,0,0,0
"Aquavit, 40 % vol., average values",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.002,0.0,0.0,0,0,0
"Fish, salmon, Atlantic, wild, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7.86,1.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Jerusalem artichoke, raw",0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6.0,0.15,0,0.0,0.07,0.055,1.3,0.38,0.09,0.47,0.036000000000000004,0.0,3.0,561.0,28.0,72.3,16.0,0.6,0.1,0.0001,0.0,0.12,0.0064,2.9999999999999997e-05,0,0,0
"Burbot, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0005,0,0.0,0.85,0,0.0,0.18,0.14,1.5,0.0,0.0,0.0,0.0,0.0,75.0,270.0,38.0,190.0,21.0,0.4,0.53,0.04,0.04,0.02,0.0071,0.02,0,0,0
"Fungi, Cloud ears, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.267,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lemonade, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Bison, ground, grass-fed, cooked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, moose, cooked, roasted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Capers, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.652,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, devilfish, meat (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Spices, basil, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.9,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Whale, beluga, meat, dried (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.2,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Bread-crumbs,560.0,540.0,320.0,110.0,170.0,800.0,470.0,260.0,240.0,0,0.0,0,0.0,0.4,0,0.0,0.2,0.05,0.8,0.6,0.107,6.2,0.039,0.0,465.0,128.0,50.0,100.0,21.3,0.7,0.626,0.0207,0.6,0.12,0.0062,0.00265,0,0,0
"Horse, meat, raw",730.0,910.0,730.0,200.0,460.0,1500.0,910.0,1600.0,730.0,0,0.0003,0,0.6,0.23,0,0.0,0.14,0.27,4.5,0.6,0.5,2.6,0.008,0.0031,62.0,291.0,10.0,185.0,20.0,3.5,4.61,0.001,0.02,0.14400000000000002,0.002,0.006,0,0,0
"Bear, polar, meat, raw (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nance, canned, syrup, drained",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Grapefruit, raw",16.0,24.0,17.0,6.0,5.0,24.0,16.0,32.0,10.0,0,0.0,0,47.3,0.3,0,0.0,0.05,0.035,0.3,0.28,0.045,1.0,0.039,0.0,2.0,145.0,28.3,19.5,10.0,0.13,0.07,0.0001,0.036000000000000004,0.042,0.0001,0.00022,0,0,0
"Fig, dried",79.0,130.0,100.0,26.0,26.0,140.0,100.0,130.0,47.0,0,0.0,0,1.2,0.0,0,0.0,0.085,0.11,0.75,0.435,0.12,1.0,0.009000000000000001,0.0,87.0,1010.0,193.0,83.1,92.0,2.2,0.9,0.0011,0.51,0.24,6.9e-05,0.0,0,0,0
"Pineapple juice, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.0,0.0,0,0.0,0.057999999999999996,0.021,0.19899999999999998,0.055999999999999994,0.1,0.0,0.018000000000000002,0.0,2.0,130.0,13.0,8.0,12.0,0.31,0.061,0.0,0.504,0.038,0.0016,0.0,0,0,0
"Lotus root, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nut, pea, dried",1700.0,1600.0,810.0,250.0,320.0,2000.0,1200.0,1000.0,760.0,0,0.0,0,0.0,8.2,0,0.0,0.91,0.1,20.0,2.8,0.348,34.0,0.106,0.0,2.0,703.0,55.6,409.0,170.0,1.9,3.1,0.0005,1.52,0.86,0.008,0.0069,0,0,0
"Coffee, beverage",3.0,3.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Goose, flesh and skin, raw",660.0,790.0,710.0,210.0,380.0,1300.0,740.0,1200.0,430.0,0,0.001,0,4.2,0.0,0,0.0,0.125,0.35,8.0,1.29,0.58,0.0,0.011000000000000001,0.00033999999999999997,69.0,315.0,12.0,234.0,24.0,2.5,1.35,0.0012,0.02,0.136,0.0,0.024,0,0,0
"Fast Foods, crispy chicken filet sandwich, with lettuce, tomato and mayonnaise",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Tofu yogurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chewing gum, no sugar added, all types",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,87.0,2355.0,0.0,186.0,10.0,0.09,0.0,1.09,0.05,0.0,0.001,0,0,0
"Oil, palm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,15.9,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nut paste, Nutella",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,14.0,0,0.0,0.1,0.2,1.6,0.0,0.06,0.0,0.073,0.0,10.0,20.0,148.0,183.0,130.0,1.6,1.48,0.017,0.0,0.0,0.0,0.0042,0,0,0
"Cheese food, pasteurized process, American, vitamin D fortified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Sugar-apples, (sweetsop), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.883,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nuts, beechnuts, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.877,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, bluefish, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.95,0.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Spices, rosemary, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
